name,profile_link,location,time_registered,last_seen,personal_text,gender,twitter,time_spent_online
obibanks,https://www.nairaland.com/obibanks,,"April 08, 2012",11:01am On Jul 12,,,,1 month & 17 days
luben,https://www.nairaland.com/luben,,"July 02, 2016",2:23pm On Apr 19,your limitations is only set by you,m,,1 day & 19 hours
shalyboye,https://www.nairaland.com/shalyboye,,"February 11, 2013",9:21am On Jul 18,,m,,1 day & 4 hours
stchrischu00,https://www.nairaland.com/stchrischu00,,"February 04, 2016",4:57pm On Dec 30,,,,5 days & 14 hours
godofbrowser,https://www.nairaland.com/godofbrowser,"Lagos, Nigeria","April 18, 2016",11:45pm On Jan 16,,m,,2 days & 5 hours
furthest,https://www.nairaland.com/furthest,Earth,"May 11, 2016",9:00pm On Feb 07,,m,,7 days & 20 hours
Booyakasha,https://www.nairaland.com/booyakasha,"Chesterfield, Derbyshire, UK","March 11, 2015",12:59pm On Dec 27,"Drifting away... Waves after waves, i'm slowly drifting.",f,,1 month & 3 days
Stevenbright,https://www.nairaland.com/stevenbright,Nigeria,"July 17, 2016",2:49pm,"Author, Graphic designer, Blogger, eBook formatter; Cover designer, Publishing, and Marketing strategist, Programmer, and Blog/Website developer with expertise in Computer/Information and Communications Technology, and Engineering.",m,@stevenbright06,4 months & 19 days
teeecode,https://www.nairaland.com/teeecode,,"August 03, 2016",8:23pm On Aug 14,,,,7 hours & 8 minutes
TrueHeart365,https://www.nairaland.com/trueheart365,Lagos. Nigeria,"April 25, 2016",4:30pm On May 05,,m,,1 month & 13 days
MrKamar,https://www.nairaland.com/mrkamar,Lagos Nigeria,"May 27, 2016",3:56am On Jun 25,The only difficulty you can face is yourself,m,,17 days & 17 hours
Olamzy001,https://www.nairaland.com/olamzy001,,"November 07, 2015",11:18pm On Jul 28,,,,14 hours & 32 minutes
neightman,https://www.nairaland.com/neightman,,"February 08, 2008",7:07am On Jun 12,,,,8 hours & 7 minutes
hanif5525,https://www.nairaland.com/hanif5525,"dhaka,Bangladesh","August 13, 2016",10:37am On Feb 06,I am a seo consultant,m,https://twitter.com/sharker_hasan,4 hours & 9 minutes
Jozebrain,https://www.nairaland.com/jozebrain,,"July 24, 2016",10:08am On Dec 31,I wish to become webmaster and database administration ,m,,1 day & 12 hours
pwetie,https://www.nairaland.com/pwetie,,"August 16, 2016",9:57am On Apr 07,,,,1 month & 21 days
KvnqPrezo,https://www.nairaland.com/kvnqprezo,Abuja,"June 19, 2016",5:23pm On Aug 04,Life Is Too Short To Be Wasted!,m,@Kvnqprezo,13 days & 6 hours
donzi,https://www.nairaland.com/donzi,Anambra,"September 01, 2015",1:55pm On Jul 21,am addicted to money.,m,@_lalati_,5 days & 11 hours
Charmander,https://www.nairaland.com/charmander,,"December 09, 2015",1:10am On Oct 16,,,,2 days & 4 hours
timothyuche1,https://www.nairaland.com/timothyuche1,,"January 09, 2014",7:52am,,m,,2 months & 6 days
heywhy824,https://www.nairaland.com/heywhy824,,"April 15, 2016",2:06pm On Mar 31,,m,,1 day & 17 hours
Jonart247,https://www.nairaland.com/jonart247,,"August 12, 2016",10:55pm On Jan 27,,m,,2 days & 8 hours
2nioshine,https://www.nairaland.com/2nioshine,Nigeria,"December 22, 2012",11:38pm On Jun 30,For they is a spirit in man and the inspiration of the almighty giveth them understanding ... job 32:8,m,,1 month & 11 days
collinic,https://www.nairaland.com/collinic,,"November 05, 2012",4:56pm On Mar 16,,,,5 days & 14 hours
moshoodn,https://www.nairaland.com/moshoodn,"Planet Xylics. . . .my self made planet, where security is so tight; my powerful 6.2Gigawatts laser beam sweeps my 8 miles radius perimeter. ","June 21, 2007",10:24pm On Jul 24,"Moshoodxylics. . . .CEO, Planet Xylics",m,twitter.com/moshoodxylics,4 months & 6 days
melodyogonna,https://www.nairaland.com/melodyogonna,In front of my computer,"March 11, 2016",10:38am,,m,melodyogonna,3 months & 3 days
haryormeedeh,https://www.nairaland.com/haryormeedeh,,"November 08, 2013",9:35am On Aug 02,,f,,25 days & 18 hours
abimic,https://www.nairaland.com/abimic,Lasgidi,"November 19, 2013",8:45am,Telecom Mediation Professional || Programmer || Engineer || MIS Professional || Data Engineer ,m,@AbikaleMR,3 months & 10 days
wocel,https://www.nairaland.com/wocel,abuja,"September 12, 2016",2:21pm On Oct 28,,m,,6 hours & 16 minutes
elvision1,https://www.nairaland.com/elvision1,Lagos,"August 01, 2012",5:02pm On Jul 20,"Forgive my philopolemic attitude, am a quiet man by nature and love to keep to self..., but my insatiable thirst for knowledge and desire to show social and cognitive lingual eccentricity has made me assertive.  Oh! Alas! Ignorance is bliss.  ",m,,26 days & 10 hours
galantjoe,https://www.nairaland.com/galantjoe,,"August 06, 2013",8:09am,Ofo na ogu kamji aga,m,,2 months & 12 days
Hallenjay,https://www.nairaland.com/hallenjay,Universe,"March 29, 2015",11:15pm On Jul 11,,,,2 months & 20 days
heypex,https://www.nairaland.com/heypex,,"September 22, 2016",9:56pm On Nov 16,,,,3 days & 21 hours
ChairmanOla,https://www.nairaland.com/chairmanola,,"September 26, 2016",1:45pm On Jun 29,,,,4 days & 21 hours
gomzy121,https://www.nairaland.com/gomzy121,Nigeria ,"July 18, 2015",11:04pm On Jul 09,,,@Gomzy121 ,23 days & 23 hours
automine,https://www.nairaland.com/automine,,"October 20, 2012",12:17pm On Jul 10,,m,,7 days & 7 hours
oluala1,https://www.nairaland.com/oluala1,,"April 16, 2011",10:20am On Jan 10,,m,@iam_olusanya,6 days & 18 hours
Sywanoe,https://www.nairaland.com/sywanoe,,"October 07, 2016",5:57pm On Nov 20,,m,,17 hours & 33 minutes
Musbell,https://www.nairaland.com/musbell,,"October 08, 2016",11:42am On Oct 08,,,,2 minutes & 32 seconds
Henrique99,https://www.nairaland.com/henrique99,,"August 11, 2013",7:01am,,,,4 months & 17 days
chucksbadt,https://www.nairaland.com/chucksbadt,Coventry,"February 28, 2012",12:17pm On Mar 14,am someone who likes to look at life at different perspectives ,m,,2 months & 27 days
enochval,https://www.nairaland.com/enochval,,"October 01, 2016",3:54pm On Oct 20,,,,2 hours & 37 minutes
SimpleBea,https://www.nairaland.com/simplebea,,"September 13, 2015",1:31pm,Love y'all,m,,28 days & 8 hours
Allenscott,https://www.nairaland.com/allenscott,,"September 05, 2016",12:16pm On Oct 22,,,,35 minutes & 59 seconds
Ihinmi,https://www.nairaland.com/ihinmi,Abeokuta,"January 09, 2012",12:11pm,,m,@S_Ihinmi,2 months & 19 days
marvoo,https://www.nairaland.com/marvoo,,"October 05, 2016",6:27pm On Apr 11,,,,5 hours & 28 minutes
Vstuffs,https://www.nairaland.com/vstuffs,Here,"December 01, 2013",11:12pm On Feb 04,Just Do It,m,,3 months & 14 days
ndukaude,https://www.nairaland.com/ndukaude,,"October 27, 2016",4:48pm On Jun 14,,,,14 minutes & 33 seconds
Temidayo234,https://www.nairaland.com/temidayo234,,"October 28, 2016",10:19pm On Oct 28,,,,14 minutes & 26 seconds
joooks,https://www.nairaland.com/joooks,,"January 28, 2011",7:40am On Dec 26,,,,16 hours & 58 minutes
Kaycee625,https://www.nairaland.com/kaycee625,Asia ,"November 26, 2015",6:50pm On Jun 13,,m,,1 month & 7 days
Olu317,https://www.nairaland.com/olu317,,"August 25, 2016",5:21am On Jul 24,,m,,2 months & 14 days
LaClickLaBend,https://www.nairaland.com/laclicklabend,,"September 13, 2016",12:32pm On Jun 29,Who else is tired of clicking links??. I click Links so you don't have to ,,,20 days & 13 hours
Shigan,https://www.nairaland.com/shigan,,"July 22, 2011",9:21am On Aug 22,,,,8 hours & 40 minutes
uzoexcel,https://www.nairaland.com/uzoexcel,quora.com ,"January 24, 2008",1:50pm On Jul 24,'they are not like me which means they must be evil;#noTOtribalism/racism,m,,2 months & 24 days
spoilerx,https://www.nairaland.com/spoilerx,,"January 15, 2008",7:45pm On Jun 01,,,,1 month & 13 days
GreatZaza,https://www.nairaland.com/greatzaza,,"January 18, 2016",5:29pm On Jul 05,a good name is better than gold,m,Greatzazaokwu,14 days & 10 hours
steve6,https://www.nairaland.com/steve6,,"April 23, 2009",1:18pm,,,,1 month
farouqbakare,https://www.nairaland.com/farouqbakare,Lagos,"October 08, 2013",7:58pm On Jun 23,I love my Life,m,@OmarFarouq07,2 hours & 42 minutes
TopKat,https://www.nairaland.com/topkat,,"September 02, 2016",6:07am On Oct 20,,m,,5 hours
sirviktor,https://www.nairaland.com/sirviktor,Queen's country,"December 10, 2012",4:31pm,To be current is the currency of life...,m,,3 months & 22 days
egojiokwu,https://www.nairaland.com/egojiokwu,Kaduna,"April 01, 2016",3:58am On Jan 02,"Two things I hate are cheating and lying. If you can overcome these vices, then we can rock the world together.",m,,1 month & 6 days
eprince21,https://www.nairaland.com/eprince21,Nnewi,"September 22, 2015",7:49pm On May 20,,m,@lindaikejisocal ,1 day & 18 hours
Haykinz18,https://www.nairaland.com/haykinz18,,"December 20, 2016",12:12am On Sep 22,,,,7 hours & 13 minutes
solowise45,https://www.nairaland.com/solowise45,,"November 23, 2016",10:26am On Jul 19,,,,7 hours & 29 minutes
Hackgeek,https://www.nairaland.com/hackgeek,"BENIN, NIGERIA","October 08, 2012",4:44am On Jun 23,do unto others what you would do to yourself,,tope_obafemi,4 hours & 46 minutes
ynaik,https://www.nairaland.com/ynaik,,"January 02, 2017",12:18pm On Jan 02,,,,34 minutes & 24 seconds
ispeaklight,https://www.nairaland.com/ispeaklight,Port-Harcourt,"November 26, 2014",7:53am On Jun 28,i speak light,m,,1 day & 8 hours
klefjoxey,https://www.nairaland.com/klefjoxey,,"January 02, 2017",4:05pm On Jan 17,software engineer -pythonista,,,1 day & 11 hours
Brandon93,https://www.nairaland.com/brandon93,,"January 05, 2017",4:52pm On Jan 05,,,,23 minutes
Trustdee,https://www.nairaland.com/trustdee,,"August 03, 2012",11:26am On Jun 27,,m,,2 days & 4 hours
Jnate,https://www.nairaland.com/jnate,,"August 03, 2016",5:31pm On Feb 02,,,,1 day & 3 hours
aminou7,https://www.nairaland.com/aminou7,france,"December 27, 2016",1:05pm On Jun 07,dz family geek,m,@aminou111111,2 hours & 25 minutes
Abruzy,https://www.nairaland.com/abruzy,,"April 02, 2012",8:31pm On Sep 26,,,,1 day & 16 hours
Felizy,https://www.nairaland.com/felizy,Nnewi,"December 05, 2016",11:39am On Mar 01,,m,,4 days & 11 hours
olarrysh,https://www.nairaland.com/olarrysh,,"January 18, 2017",8:02pm On Aug 15,,,,2 hours & 43 minutes
ezewealth,https://www.nairaland.com/ezewealth,enugu,"December 19, 2016",3:18pm,Being dead broke is the root of all evil,m,,2 months & 22 days
Princeoz,https://www.nairaland.com/princeoz,Online,"October 19, 2016",9:58am On Jan 30,Prince,m,,4 hours & 25 minutes
LeoFish92,https://www.nairaland.com/leofish92,,"June 27, 2014",3:18pm On Apr 05,none for now,m,,2 months & 13 days
iykekelvins,https://www.nairaland.com/iykekelvins,Lasgidi,"April 04, 2015",9:29am On Jul 20,Earn it so niggars won't say they gave u sh!t,m,@iykekelvins,2 months & 14 days
katemaya445,https://www.nairaland.com/katemaya445,,"January 26, 2017",4:56pm On Jan 26,,,,7 minutes & 35 seconds
brokenplate,https://www.nairaland.com/brokenplate,,"November 17, 2016",9:54pm On May 06,,,,3 days & 16 hours
Lordsurh,https://www.nairaland.com/lordsurh,,"April 25, 2015",2:09pm On Apr 07,Social Media guru,,,3 days & 19 hours
izzou,https://www.nairaland.com/izzou,Lagos ,"April 30, 2016",4:10pm,,m,,11 months & 13 days
dbynonetwork,https://www.nairaland.com/dbynonetwork,Sokoto,"February 03, 2017",9:26am On Oct 04,Patronize me and get a better experience.,,,1 month & 4 days
srinivasrjy,https://www.nairaland.com/srinivasrjy,HYDERABAD,"November 02, 2016",4:00pm On Oct 15,,,,1 hour & 4 minutes
omaraji,https://www.nairaland.com/omaraji,,"November 07, 2011",11:53am On Jan 04,,,,1 day & 8 hours
phililp,https://www.nairaland.com/phililp,cross river state,"August 19, 2016",2:19pm On Jan 03,let love lead,m,,17 days & 14 hours
peerol,https://www.nairaland.com/peerol,Yenagoa ,"April 28, 2016",1:38am On Nov 01,,m,@iam_peerol ,3 hours & 36 minutes
Teedawg,https://www.nairaland.com/teedawg,Earth,"September 03, 2016",6:09am On Jun 24,cat and rat no they go the same school even if na free education,,,21 days & 3 hours
iamoracle,https://www.nairaland.com/iamoracle,,"March 22, 2016",10:44am On Nov 09,,,,2 days & 16 hours
thousandreason,https://www.nairaland.com/thousandreason,,"April 21, 2016",5:17pm On Apr 01,,f,,19 days & 13 hours
Adek15,https://www.nairaland.com/adek15,"Lagos, Nigeria ","April 01, 2013",10:09pm On Jul 24,"I'm a realtor, Property manager and real estate consultant. Call/whatsapp on +2347065849031",m,@adek_14,2 months & 21 days
auwal9,https://www.nairaland.com/auwal9,,"October 07, 2008",12:28am On Oct 26,,,,1 hour & 40 minutes
futurewise11,https://www.nairaland.com/futurewise11,germany,"March 10, 2012",10:48am On Jan 22,never give up,m,,5 months & 2 days
cute75,https://www.nairaland.com/cute75,,"January 15, 2015",1:29pm On Jul 13,,m,,27 days & 6 hours
Tominiola,https://www.nairaland.com/tominiola,,"January 17, 2017",2:56pm On Apr 05,,,,2 days & 17 hours
phermi,https://www.nairaland.com/phermi,,"April 29, 2011",10:00am On Mar 23,,,,4 hours & 30 minutes
Rick9,https://www.nairaland.com/rick9,Empire,"June 25, 2012",9:59am,"I love God, above all things.",m,,2 months & 16 days
peterincredible,https://www.nairaland.com/peterincredible,,"September 02, 2013",8:04pm On Jul 23,,,,3 months & 27 days
militarystealth,https://www.nairaland.com/militarystealth,,"March 23, 2017",12:18pm On Mar 11,,,,5 hours & 37 minutes
saintlawsoft,https://www.nairaland.com/saintlawsoft,Lagos,"March 29, 2017",3:53pm On Apr 27,C#/.Net Developer,m,@_saintlaw,3 hours & 35 minutes
Calabarchild,https://www.nairaland.com/calabarchild,,"January 16, 2017",3:52pm On Aug 28,Life is sweet ,m,@kelvinekoro1,23 hours & 14 minutes
technestng,https://www.nairaland.com/technestng,Lagos,"January 08, 2017",4:04pm On Feb 05,,m,,23 hours & 34 minutes
Neyoalao,https://www.nairaland.com/neyoalao,,"September 23, 2014",10:13pm On Mar 15,,m,,2 months & 13 days
vickdeem,https://www.nairaland.com/vickdeem,,"March 03, 2017",11:18am On Jan 04,,,,20 minutes & 11 seconds
ibnSalaudeen,https://www.nairaland.com/ibnsalaudeen,Lagos,"August 31, 2014",4:05pm On Dec 29,Relax!,m,,11 days & 15 hours
Ola2much,https://www.nairaland.com/ola2much,,"January 21, 2012",8:42pm On Jun 20,,,,1 month & 6 days
feekhalifa131,https://www.nairaland.com/feekhalifa131,,"September 07, 2016",9:25am On Apr 22,,,,6 hours & 42 minutes
celebritygists,https://www.nairaland.com/celebritygists,Nigeria ,"November 19, 2016",4:08pm On May 29,Latest entertainment news,m,,3 days & 9 hours
shams040,https://www.nairaland.com/shams040,Nigeria,"September 26, 2016",1:13pm On Jul 24,,m,,1 month & 26 days
xavi50,https://www.nairaland.com/xavi50,,"March 25, 2017",5:06pm On Jul 23,,m,,6 days & 17 hours
daamazing,https://www.nairaland.com/daamazing,Lagos,"September 25, 2014",1:10pm,"personal text, hmm am just me anyway.",m,,5 months & 29 days
Emanex18,https://www.nairaland.com/emanex18,,"April 28, 2013",1:07am On Jan 22,,,,1 month & 21 days
Kingdolo,https://www.nairaland.com/kingdolo,Portharcourt,"January 04, 2017",12:30pm On Jan 13,,m,,20 days & 15 hours
Teekzel,https://www.nairaland.com/teekzel,lagos,"October 22, 2015",3:42pm On Jun 07,,m,,6 days & 23 hours
kelly86,https://www.nairaland.com/kelly86,Lasgidi,"October 07, 2014",9:05pm On Feb 12,There is no art to find the mind's  construction in the face,m,,3 days & 23 hours
Ikology,https://www.nairaland.com/ikology,comfort zone,"January 22, 2012",3:06pm On Jul 04,"Dream big, work hard, stay humble",m,@gbachis,4 months & 14 days
DonRaphTech,https://www.nairaland.com/donraphtech,Nigeria,"September 27, 2016",4:06pm On Mar 29,Visit https://www.raphblog.com.ng,m,raphealenede,7 hours & 54 minutes
hunnme,https://www.nairaland.com/hunnme,,"February 16, 2017",9:02am On Oct 16,,,,8 hours & 52 minutes
Mekanus,https://www.nairaland.com/mekanus,,"April 09, 2012",3:23pm,,m,,5 months & 18 days
sellyjeffery,https://www.nairaland.com/sellyjeffery,,"December 25, 2015",9:34am On Jun 01,,,,1 day & 3 hours
femotechno,https://www.nairaland.com/femotechno,,"July 11, 2015",3:28pm On Jul 22,just me,m,,6 days & 2 hours
bababode825,https://www.nairaland.com/bababode825,,"May 30, 2015",3:49am On Feb 09,,m,,9 days & 17 hours
promzyphyno,https://www.nairaland.com/promzyphyno,Akwa ibom-uyo,"September 03, 2015",1:10am On Apr 16,,m,,1 month & 9 days
Alaba81,https://www.nairaland.com/alaba81,,"January 06, 2017",2:49pm On Aug 05,,,,11 hours & 48 minutes
gabwiry,https://www.nairaland.com/gabwiry,,"July 11, 2015",11:33pm On Jun 29,,,,1 day & 8 hours
shine12,https://www.nairaland.com/shine12,,"July 29, 2010",11:20pm On Jul 08,,,,1 month & 1 day
AkQWA,https://www.nairaland.com/akqwa,,"May 24, 2017",12:18pm On Jul 05,,,,6 hours & 23 minutes
purityval,https://www.nairaland.com/purityval,Search it via google,"June 07, 2013",1:33pm On Jul 12,"Don’t sweat it, the Lord will take care of you.",m,,2 months & 25 days
Amgreat70,https://www.nairaland.com/amgreat70,,"March 29, 2017",9:15pm On Dec 28,,m,,15 days & 1 hour
hamzyyyy,https://www.nairaland.com/hamzyyyy,,"July 04, 2015",6:30am On Dec 22,,,,13 days & 3 hours
Bowlexzy,https://www.nairaland.com/bowlexzy,Lagos,"October 23, 2015",5:43pm On Feb 20,"I may be old enough to know better, but I am STILL young enough to DO IT. StrongMinded l Bibliophile",m,@GeekySB ¦ Facebook @GeekySB l Skype @ Samuel Bolu Ade ¦ LinkedIn @GeekySB ¦ Instagram @nerdroof,1 day & 4 hours
vozinugeri,https://www.nairaland.com/vozinugeri,Worldwide,"May 11, 2017",4:56pm On Jun 16,"We provide premium web solutions; web development, maintenance, SEO etc and training in Photography, Digital Marketing, Mobile App. Video Editing, Motion graphics. ",,www.ultramediasolution.com,2 hours & 31 minutes
sham0,https://www.nairaland.com/sham0,,"May 17, 2017",2:51pm On Nov 03,,,,7 days & 14 hours
Imakeherdrip,https://www.nairaland.com/imakeherdrip,/,"June 30, 2016",6:38pm On Jan 07,Tell me and I forget; show me and I remember;involve me and I understand. ,m,,8 days & 1 hour
kayis4luv,https://www.nairaland.com/kayis4luv,,"December 13, 2012",12:09pm On Jul 18,,,,2 days & 1 hour
Presidentman,https://www.nairaland.com/presidentman,,"December 15, 2013",10:08pm On Aug 24,,,,5 hours & 36 minutes
digitite,https://www.nairaland.com/digitite,,"June 01, 2012",1:51pm,"""Anyone who stops learning is old, whether at twenty or eighty. Anyone who keeps learning stays young. The greatest thing in life is to keep your mind young."" - Henry Ford",,,1 month & 2 days
sandammy,https://www.nairaland.com/sandammy,Middle Earth,"June 25, 2012",10:14pm On Jul 24,"Death is but the doorway to new life. We live today, we shall live again. In many forms shall we return.---- Egyptian Prayer of Resurrection.",m,,2 months & 24 days
Sugarcious,https://www.nairaland.com/sugarcious,Somewhere around you ...,"April 26, 2016",5:26am,,m,@,1 month & 6 days
